season,competition,league_tier,ssn_comp_game_no,ranking,pld,pts,manager
1958/59,League Division Three,3.0,30.0,11.0,30,31,Peter Farrell
1958/59,League Division Three,3.0,29.0,10.0,29,30,Peter Farrell
1958/59,League Division Three,3.0,28.0,13.0,28,28,Peter Farrell
1958/59,League Division Three,3.0,27.0,12.0,27,28,Peter Farrell
1958/59,League Division Three,3.0,26.0,9.0,26,28,Peter Farrell
1958/59,League Division Three,3.0,25.0,8.0,25,28,Peter Farrell
1958/59,League Division Three,3.0,24.0,11.0,24,26,Peter Farrell
1958/59,League Division Three,3.0,23.0,6.0,23,26,Peter Farrell
1958/59,League Division Three,3.0,22.0,6.0,22,26,Peter Farrell
1958/59,League Division Three,3.0,21.0,7.0,21,24,Peter Farrell
1958/59,League Division Three,3.0,20.0,4.0,20,24,Peter Farrell
1958/59,League Division Three,3.0,19.0,5.0,19,22,Peter Farrell
1958/59,League Division Three,3.0,18.0,8.0,18,20,Peter Farrell
1958/59,League Division Three,3.0,17.0,7.0,17,19,Peter Farrell
1958/59,League Division Three,3.0,16.0,9.0,16,18,Peter Farrell
1958/59,League Division Three,3.0,15.0,11.0,15,16,Peter Farrell
1958/59,League Division Three,3.0,14.0,7.0,14,16,Peter Farrell
1958/59,League Division Three,3.0,13.0,6.0,13,16,Peter Farrell
1958/59,League Division Three,3.0,12.0,3.0,12,16,Peter Farrell
1958/59,League Division Three,3.0,11.0,3.0,11,14,Peter Farrell
1958/59,League Division Three,3.0,10.0,3.0,10,13,Peter Farrell
1958/59,League Division Three,3.0,9.0,4.0,9,11,Peter Farrell
1958/59,League Division Three,3.0,8.0,3.0,8,10,Peter Farrell
1958/59,League Division Three,3.0,7.0,3.0,7,9,Peter Farrell
1958/59,League Division Three,3.0,6.0,7.0,6,7,Peter Farrell
1958/59,League Division Three,3.0,5.0,12.0,5,5,Peter Farrell
1958/59,League Division Three,3.0,4.0,6.0,4,5,Peter Farrell
1958/59,League Division Three,3.0,3.0,11.0,3,3,Peter Farrell
1958/59,League Division Three,3.0,2.0,2.0,2,3,Peter Farrell
1958/59,League Division Three,3.0,1.0,4.0,1,2,Peter Farrell
1957/58,Division Three (North),3.0,46.0,11.0,46,46,Peter Farrell
1957/58,Division Three (North),3.0,45.0,14.0,45,44,Peter Farrell
1957/58,Division Three (North),3.0,44.0,15.0,44,42,Peter Farrell
1957/58,Division Three (North),3.0,43.0,14.0,43,42,Peter Farrell
1957/58,Division Three (North),3.0,42.0,10.0,42,42,Peter Farrell
1957/58,Division Three (North),3.0,41.0,10.0,41,40,Peter Farrell
1957/58,Division Three (North),3.0,40.0,10.0,40,40,Peter Farrell
1957/58,Division Three (North),3.0,39.0,11.0,39,39,Peter Farrell
1957/58,Division Three (North),3.0,38.0,11.0,38,39,Peter Farrell
1957/58,Division Three (North),3.0,37.0,10.0,37,38,Peter Farrell
1957/58,Division Three (North),3.0,36.0,10.0,36,38,Peter Farrell
1957/58,Division Three (North),3.0,35.0,10.0,35,37,Peter Farrell
1957/58,Division Three (North),3.0,34.0,11.0,34,35,Peter Farrell
1957/58,Division Three (North),3.0,33.0,9.0,33,35,Peter Farrell
1957/58,Division Three (North),3.0,32.0,12.0,32,33,Peter Farrell
1957/58,Division Three (North),3.0,31.0,8.0,31,33,Peter Farrell
1957/58,Division Three (North),3.0,30.0,10.0,30,31,Peter Farrell
1957/58,Division Three (North),3.0,29.0,9.0,29,31,Peter Farrell
1957/58,Division Three (North),3.0,28.0,7.0,28,31,Peter Farrell
1957/58,Division Three (North),3.0,27.0,10.0,27,29,Peter Farrell
1957/58,Division Three (North),3.0,26.0,10.0,26,27,Peter Farrell
1957/58,Division Three (North),3.0,25.0,14.0,25,25,Peter Farrell
1957/58,Division Three (North),3.0,24.0,12.0,24,25,Peter Farrell
1957/58,Division Three (North),3.0,23.0,12.0,23,24,Peter Farrell
1957/58,Division Three (North),3.0,22.0,14.0,22,22,Peter Farrell
1957/58,Division Three (North),3.0,21.0,14.0,21,21,Peter Farrell
1957/58,Division Three (North),3.0,20.0,14.0,20,19,Peter Farrell
1957/58,Division Three (North),3.0,19.0,16.0,19,17,Peter Farrell
1957/58,Division Three (North),3.0,18.0,19.0,18,15,Peter Farrell
1957/58,Division Three (North),3.0,17.0,18.0,17,14,Peter Farrell
1957/58,Division Three (North),3.0,16.0,19.0,16,13,Peter Farrell
1957/58,Division Three (North),3.0,15.0,20.0,15,11,Peter Farrell
1957/58,Division Three (North),3.0,14.0,22.0,14,9,Peter Farrell
1957/58,Division Three (North),3.0,13.0,19.0,13,9,Peter Farrell
1957/58,Division Three (North),3.0,12.0,23.0,12,7,Peter Farrell
1957/58,Division Three (North),3.0,11.0,22.0,11,7,Noel Kelly
1957/58,Division Three (North),3.0,10.0,18.0,10,7,Noel Kelly
1957/58,Division Three (North),3.0,9.0,20.0,9,6,Noel Kelly
1957/58,Division Three (North),3.0,8.0,21.0,8,4,Noel Kelly
1957/58,Division Three (North),3.0,7.0,20.0,7,4,Noel Kelly
1957/58,Division Three (North),3.0,6.0,19.0,6,3,Noel Kelly
1957/58,Division Three (North),3.0,5.0,19.0,5,2,Noel Kelly
1957/58,Division Three (North),3.0,4.0,18.0,4,2,Noel Kelly
1957/58,Division Three (North),3.0,3.0,14.0,3,2,Noel Kelly
1957/58,Division Three (North),3.0,2.0,9.0,2,2,Noel Kelly
1957/58,Division Three (North),3.0,1.0,2.0,1,2,Noel Kelly
1956/57,Division Three (North),3.0,46.0,23.0,46,27,Noel Kelly
1956/57,Division Three (North),3.0,45.0,23.0,45,27,Noel Kelly
1956/57,Division Three (North),3.0,44.0,23.0,44,27,Noel Kelly
1956/57,Division Three (North),3.0,43.0,22.0,43,27,Noel Kelly
1956/57,Division Three (North),3.0,42.0,22.0,42,26,Noel Kelly
1956/57,Division Three (North),3.0,41.0,23.0,41,25,Noel Kelly
1956/57,Division Three (North),3.0,40.0,23.0,40,23,Noel Kelly
1956/57,Division Three (North),3.0,39.0,23.0,39,22,Noel Kelly
1956/57,Division Three (North),3.0,38.0,23.0,38,20,Noel Kelly
1956/57,Division Three (North),3.0,37.0,23.0,37,19,Noel Kelly
1956/57,Division Three (North),3.0,36.0,23.0,36,19,Noel Kelly
1956/57,Division Three (North),3.0,35.0,23.0,35,19,Noel Kelly
1956/57,Division Three (North),3.0,34.0,23.0,34,18,Noel Kelly
1956/57,Division Three (North),3.0,33.0,23.0,33,17,Noel Kelly
1956/57,Division Three (North),3.0,32.0,22.0,32,17,Noel Kelly
1956/57,Division Three (North),3.0,31.0,22.0,31,17,Noel Kelly
1956/57,Division Three (North),3.0,30.0,22.0,30,16,Noel Kelly
1956/57,Division Three (North),3.0,29.0,22.0,29,15,Noel Kelly
1956/57,Division Three (North),3.0,28.0,23.0,28,14,Noel Kelly
1956/57,Division Three (North),3.0,27.0,22.0,27,14,Noel Kelly
1956/57,Division Three (North),3.0,26.0,23.0,26,12,Noel Kelly
1956/57,Division Three (North),3.0,25.0,23.0,25,12,Noel Kelly
1956/57,Division Three (North),3.0,24.0,23.0,24,10,Noel Kelly
1956/57,Division Three (North),3.0,23.0,22.0,23,10,Noel Kelly
1956/57,Division Three (North),3.0,22.0,22.0,22,10,Noel Kelly
1956/57,Division Three (North),3.0,21.0,22.0,21,9,Noel Kelly
1956/57,Division Three (North),3.0,20.0,22.0,20,9,Noel Kelly
1956/57,Division Three (North),3.0,19.0,22.0,19,9,Noel Kelly
1956/57,Division Three (North),3.0,18.0,23.0,18,7,Noel Kelly
1956/57,Division Three (North),3.0,17.0,23.0,17,7,Noel Kelly
1956/57,Division Three (North),3.0,16.0,23.0,16,7,Noel Kelly
1956/57,Division Three (North),3.0,15.0,23.0,15,7,Noel Kelly
1956/57,Division Three (North),3.0,14.0,22.0,14,6,Noel Kelly
1956/57,Division Three (North),3.0,13.0,24.0,13,5,Noel Kelly
1956/57,Division Three (North),3.0,12.0,23.0,12,5,Noel Kelly
1956/57,Division Three (North),3.0,11.0,24.0,11,3,Noel Kelly
1956/57,Division Three (North),3.0,10.0,24.0,10,3,Noel Kelly
1956/57,Division Three (North),3.0,9.0,24.0,9,3,Noel Kelly
1956/57,Division Three (North),3.0,8.0,23.0,8,3,Noel Kelly
1956/57,Division Three (North),3.0,7.0,23.0,7,2,Noel Kelly
1956/57,Division Three (North),3.0,6.0,23.0,6,2,Noel Kelly
1956/57,Division Three (North),3.0,5.0,24.0,5,2,Noel Kelly
1956/57,Division Three (North),3.0,4.0,23.0,4,2,Noel Kelly
1956/57,Division Three (North),3.0,3.0,24.0,3,0,Noel Kelly
1956/57,Division Three (North),3.0,2.0,24.0,2,0,Noel Kelly
1956/57,Division Three (North),3.0,1.0,23.0,1,0,Noel Kelly
1955/56,Division Three (North),3.0,46.0,16.0,46,41,Noel Kelly
1955/56,Division Three (North),3.0,45.0,16.0,45,40,Noel Kelly
1955/56,Division Three (North),3.0,44.0,15.0,44,40,Noel Kelly
1955/56,Division Three (North),3.0,43.0,17.0,43,38,Noel Kelly
1955/56,Division Three (North),3.0,42.0,16.0,42,38,Noel Kelly
1955/56,Division Three (North),3.0,41.0,15.0,41,38,Noel Kelly
1955/56,Division Three (North),3.0,40.0,15.0,40,37,Noel Kelly
1955/56,Division Three (North),3.0,39.0,14.0,39,37,Noel Kelly
1955/56,Division Three (North),3.0,38.0,13.0,38,37,Noel Kelly
1955/56,Division Three (North),3.0,37.0,14.0,37,35,Noel Kelly
1955/56,Division Three (North),3.0,36.0,13.0,36,34,Noel Kelly
1955/56,Division Three (North),3.0,35.0,13.0,35,34,Noel Kelly
1955/56,Division Three (North),3.0,34.0,13.0,34,32,Noel Kelly
1955/56,Division Three (North),3.0,33.0,13.0,33,32,Noel Kelly
1955/56,Division Three (North),3.0,32.0,15.0,32,30,Noel Kelly
1955/56,Division Three (North),3.0,31.0,17.0,31,28,Noel Kelly
1955/56,Division Three (North),3.0,30.0,17.0,30,28,Noel Kelly
1955/56,Division Three (North),3.0,29.0,17.0,29,27,Noel Kelly
1955/56,Division Three (North),3.0,28.0,15.0,28,25,Noel Kelly
1955/56,Division Three (North),3.0,27.0,13.0,27,25,Noel Kelly
1955/56,Division Three (North),3.0,26.0,13.0,26,25,Noel Kelly
1955/56,Division Three (North),3.0,25.0,13.0,25,25,Noel Kelly
1955/56,Division Three (North),3.0,24.0,13.0,24,24,Noel Kelly
1955/56,Division Three (North),3.0,23.0,11.0,23,23,Noel Kelly
1955/56,Division Three (North),3.0,22.0,16.0,22,21,Noel Kelly
1955/56,Division Three (North),3.0,21.0,18.0,21,19,Noel Kelly
1955/56,Division Three (North),3.0,20.0,16.0,20,19,Noel Kelly
1955/56,Division Three (North),3.0,19.0,17.0,19,17,Noel Kelly
1955/56,Division Three (North),3.0,18.0,19.0,18,15,Noel Kelly
1955/56,Division Three (North),3.0,17.0,18.0,17,15,Noel Kelly
1955/56,Division Three (North),3.0,16.0,20.0,16,13,Noel Kelly
1955/56,Division Three (North),3.0,15.0,16.0,15,13,Noel Kelly
1955/56,Division Three (North),3.0,14.0,21.0,14,11,Noel Kelly
1955/56,Division Three (North),3.0,13.0,17.0,13,11,Noel Kelly
1955/56,Division Three (North),3.0,12.0,19.0,12,9,Noel Kelly
1955/56,Division Three (North),3.0,11.0,16.0,11,9,Noel Kelly
1955/56,Division Three (North),3.0,10.0,14.0,10,9,Noel Kelly
1955/56,Division Three (North),3.0,9.0,16.0,9,7,Noel Kelly
1955/56,Division Three (North),3.0,8.0,23.0,8,5,Noel Kelly
1955/56,Division Three (North),3.0,7.0,19.0,7,5,Noel Kelly
1955/56,Division Three (North),3.0,6.0,22.0,6,3,Noel Kelly
1955/56,Division Three (North),3.0,5.0,21.0,5,3,Noel Kelly
1955/56,Division Three (North),3.0,4.0,18.0,4,3,Noel Kelly
1955/56,Division Three (North),3.0,3.0,17.0,3,2,Noel Kelly
1955/56,Division Three (North),3.0,2.0,9.0,2,2,Noel Kelly
1955/56,Division Three (North),3.0,1.0,16.0,1,1,Noel Kelly
1954/55,Division Three (North),3.0,46.0,18.0,46,37,Unknown
1954/55,Division Three (North),3.0,45.0,18.0,45,37,Ernest Blackburn
1954/55,Division Three (North),3.0,44.0,19.0,44,35,Ernest Blackburn
1954/55,Division Three (North),3.0,43.0,19.0,43,34,Ernest Blackburn
1954/55,Division Three (North),3.0,42.0,18.0,42,33,Ernest Blackburn
1954/55,Division Three (North),3.0,41.0,17.0,41,33,Ernest Blackburn
1954/55,Division Three (North),3.0,40.0,17.0,40,33,Ernest Blackburn
1954/55,Division Three (North),3.0,39.0,18.0,39,31,Ernest Blackburn
1954/55,Division Three (North),3.0,38.0,17.0,38,31,Ernest Blackburn
1954/55,Division Three (North),3.0,37.0,20.0,37,29,Ernest Blackburn
1954/55,Division Three (North),3.0,36.0,21.0,36,27,Ernest Blackburn
1954/55,Division Three (North),3.0,35.0,23.0,35,26,Ernest Blackburn
1954/55,Division Three (North),3.0,34.0,20.0,34,26,Ernest Blackburn
1954/55,Division Three (North),3.0,33.0,19.0,33,26,Ernest Blackburn
1954/55,Division Three (North),3.0,32.0,22.0,32,24,Ernest Blackburn
1954/55,Division Three (North),3.0,31.0,22.0,31,24,Ernest Blackburn
1954/55,Division Three (North),3.0,30.0,19.0,30,24,Ernest Blackburn
1954/55,Division Three (North),3.0,29.0,21.0,29,22,Ernest Blackburn
1954/55,Division Three (North),3.0,28.0,19.0,28,22,Ernest Blackburn
1954/55,Division Three (North),3.0,27.0,18.0,27,22,Ernest Blackburn
1954/55,Division Three (North),3.0,26.0,19.0,26,21,Ernest Blackburn
1954/55,Division Three (North),3.0,25.0,20.0,25,19,Ernest Blackburn
1954/55,Division Three (North),3.0,24.0,23.0,24,17,Ernest Blackburn
1954/55,Division Three (North),3.0,23.0,22.0,23,17,Ernest Blackburn
1954/55,Division Three (North),3.0,22.0,21.0,22,17,Ernest Blackburn
1954/55,Division Three (North),3.0,21.0,22.0,21,15,Ernest Blackburn
1954/55,Division Three (North),3.0,20.0,21.0,20,14,Ernest Blackburn
1954/55,Division Three (North),3.0,19.0,19.0,19,14,Ernest Blackburn
1954/55,Division Three (North),3.0,18.0,20.0,18,14,Ernest Blackburn
1954/55,Division Three (North),3.0,17.0,21.0,17,12,Ernest Blackburn
1954/55,Division Three (North),3.0,16.0,22.0,16,10,Ernest Blackburn
1954/55,Division Three (North),3.0,15.0,22.0,15,10,Ernest Blackburn
1954/55,Division Three (North),3.0,14.0,21.0,14,10,Ernest Blackburn
1954/55,Division Three (North),3.0,13.0,23.0,13,8,Ernest Blackburn
1954/55,Division Three (North),3.0,12.0,20.0,12,8,Ernest Blackburn
1954/55,Division Three (North),3.0,11.0,19.0,11,8,Ernest Blackburn
1954/55,Division Three (North),3.0,10.0,18.0,10,7,Ernest Blackburn
1954/55,Division Three (North),3.0,9.0,16.0,9,7,Ernest Blackburn
1954/55,Division Three (North),3.0,8.0,15.0,8,6,Ernest Blackburn
1954/55,Division Three (North),3.0,7.0,18.0,7,5,Ernest Blackburn
1954/55,Division Three (North),3.0,6.0,13.0,6,5,Ernest Blackburn
1954/55,Division Three (North),3.0,5.0,10.0,5,5,Ernest Blackburn
1954/55,Division Three (North),3.0,4.0,9.0,4,4,Ernest Blackburn
1954/55,Division Three (North),3.0,3.0,16.0,3,2,Ernest Blackburn
