season,competition,league_tier,ssn_comp_game_no,ranking,pld,pts,manager
1995/96,League Division 1,2.0,12.0,6.0,12,20,John King
1995/96,League Division 1,2.0,11.0,8.0,11,17,John King
1995/96,League Division 1,2.0,10.0,6.0,10,16,John King
1995/96,League Division 1,2.0,9.0,13.0,9,13,John King
1995/96,League Division 1,2.0,8.0,10.0,8,13,John King
1995/96,League Division 1,2.0,7.0,13.0,7,10,John King
1995/96,League Division 1,2.0,6.0,11.0,6,9,John King
1995/96,League Division 1,2.0,5.0,13.0,5,8,John King
1995/96,League Division 1,2.0,4.0,3.0,4,7,John King
1995/96,League Division 1,2.0,3.0,1.0,3,7,John King
1995/96,League Division 1,2.0,2.0,2.0,2,4,John King
1995/96,League Division 1,2.0,1.0,9.0,1,1,John King
1994/95,League Division 1,2.0,46.0,5.0,46,76,John King
1994/95,League Division 1,2.0,45.0,5.0,45,75,John King
1994/95,League Division 1,2.0,44.0,5.0,44,74,John King
1994/95,League Division 1,2.0,43.0,3.0,43,74,John King
1994/95,League Division 1,2.0,42.0,3.0,42,74,John King
1994/95,League Division 1,2.0,41.0,2.0,41,74,John King
1994/95,League Division 1,2.0,40.0,3.0,40,71,John King
1994/95,League Division 1,2.0,39.0,2.0,39,68,John King
1994/95,League Division 1,2.0,38.0,3.0,38,65,John King
1994/95,League Division 1,2.0,37.0,1.0,37,65,John King
1994/95,League Division 1,2.0,36.0,1.0,36,65,John King
1994/95,League Division 1,2.0,35.0,2.0,35,62,John King
1994/95,League Division 1,2.0,34.0,1.0,34,62,John King
1994/95,League Division 1,2.0,33.0,1.0,33,59,John King
1994/95,League Division 1,2.0,32.0,1.0,32,56,John King
1994/95,League Division 1,2.0,31.0,2.0,31,53,John King
1994/95,League Division 1,2.0,30.0,3.0,30,50,John King
1994/95,League Division 1,2.0,29.0,3.0,29,49,John King
1994/95,League Division 1,2.0,28.0,4.0,28,46,John King
1994/95,League Division 1,2.0,27.0,4.0,27,43,John King
1994/95,League Division 1,2.0,26.0,3.0,26,43,John King
1994/95,League Division 1,2.0,25.0,3.0,25,42,John King
1994/95,League Division 1,2.0,24.0,3.0,24,39,John King
1994/95,League Division 1,2.0,23.0,2.0,23,39,John King
1994/95,League Division 1,2.0,22.0,4.0,22,36,John King
1994/95,League Division 1,2.0,21.0,3.0,21,36,John King
1994/95,League Division 1,2.0,20.0,2.0,20,35,John King
1994/95,League Division 1,2.0,19.0,2.0,19,35,John King
1994/95,League Division 1,2.0,18.0,3.0,18,32,John King
1994/95,League Division 1,2.0,17.0,4.0,17,29,John King
1994/95,League Division 1,2.0,16.0,3.0,16,28,John King
1994/95,League Division 1,2.0,15.0,3.0,15,27,John King
1994/95,League Division 1,2.0,14.0,4.0,14,24,John King
1994/95,League Division 1,2.0,13.0,4.0,13,23,John King
1994/95,League Division 1,2.0,12.0,3.0,12,23,John King
1994/95,League Division 1,2.0,11.0,5.0,11,20,John King
1994/95,League Division 1,2.0,10.0,5.0,10,17,John King
1994/95,League Division 1,2.0,9.0,4.0,9,16,John King
1994/95,League Division 1,2.0,8.0,5.0,8,13,John King
1994/95,League Division 1,2.0,7.0,6.0,7,10,John King
1994/95,League Division 1,2.0,6.0,9.0,6,9,John King
1994/95,League Division 1,2.0,5.0,4.0,5,9,John King
1994/95,League Division 1,2.0,4.0,12.0,4,6,John King
1994/95,League Division 1,2.0,3.0,17.0,3,3,John King
1994/95,League Division 1,2.0,2.0,11.0,2,3,John King
1994/95,League Division 1,2.0,1.0,17.0,1,0,John King
1993/94,League Division 1,2.0,46.0,5.0,46,72,John King
1993/94,League Division 1,2.0,45.0,3.0,45,72,John King
1993/94,League Division 1,2.0,44.0,3.0,44,72,John King
1993/94,League Division 1,2.0,43.0,3.0,43,69,John King
1993/94,League Division 1,2.0,42.0,3.0,42,66,John King
1993/94,League Division 1,2.0,41.0,6.0,41,63,John King
1993/94,League Division 1,2.0,40.0,7.0,40,62,John King
1993/94,League Division 1,2.0,39.0,6.0,39,59,John King
1993/94,League Division 1,2.0,38.0,9.0,38,56,John King
1993/94,League Division 1,2.0,37.0,5.0,37,56,John King
1993/94,League Division 1,2.0,36.0,7.0,36,53,John King
1993/94,League Division 1,2.0,35.0,7.0,35,52,John King
1993/94,League Division 1,2.0,34.0,6.0,34,52,John King
1993/94,League Division 1,2.0,33.0,9.0,33,49,John King
1993/94,League Division 1,2.0,32.0,8.0,32,49,John King
1993/94,League Division 1,2.0,31.0,5.0,31,49,John King
1993/94,League Division 1,2.0,30.0,3.0,30,48,John King
1993/94,League Division 1,2.0,29.0,5.0,29,45,John King
1993/94,League Division 1,2.0,28.0,5.0,28,45,John King
1993/94,League Division 1,2.0,27.0,5.0,27,45,John King
1993/94,League Division 1,2.0,26.0,3.0,26,45,John King
1993/94,League Division 1,2.0,25.0,2.0,25,45,John King
1993/94,League Division 1,2.0,24.0,2.0,24,42,John King
1993/94,League Division 1,2.0,23.0,2.0,23,41,John King
1993/94,League Division 1,2.0,22.0,2.0,22,40,John King
1993/94,League Division 1,2.0,21.0,1.0,21,40,John King
1993/94,League Division 1,2.0,20.0,1.0,20,37,John King
1993/94,League Division 1,2.0,19.0,2.0,19,34,John King
1993/94,League Division 1,2.0,18.0,2.0,18,31,John King
1993/94,League Division 1,2.0,17.0,2.0,17,31,John King
1993/94,League Division 1,2.0,16.0,3.0,16,28,John King
1993/94,League Division 1,2.0,15.0,3.0,15,27,John King
1993/94,League Division 1,2.0,14.0,4.0,14,24,John King
1993/94,League Division 1,2.0,13.0,1.0,13,24,John King
1993/94,League Division 1,2.0,12.0,1.0,12,23,John King
1993/94,League Division 1,2.0,11.0,1.0,11,23,John King
1993/94,League Division 1,2.0,10.0,2.0,10,20,John King
1993/94,League Division 1,2.0,9.0,1.0,9,17,John King
1993/94,League Division 1,2.0,8.0,3.0,8,14,John King
1993/94,League Division 1,2.0,7.0,1.0,7,14,John King
1993/94,League Division 1,2.0,6.0,4.0,6,11,John King
1993/94,League Division 1,2.0,5.0,6.0,5,8,John King
1993/94,League Division 1,2.0,4.0,9.0,4,5,John King
1993/94,League Division 1,2.0,3.0,11.0,3,4,John King
1993/94,League Division 1,2.0,2.0,7.0,2,4,John King
1993/94,League Division 1,2.0,1.0,11.0,1,1,John King
1992/93,League Division 1,2.0,46.0,4.0,46,79,John King
1992/93,League Division 1,2.0,45.0,4.0,45,78,John King
1992/93,League Division 1,2.0,44.0,6.0,44,75,John King
1992/93,League Division 1,2.0,43.0,6.0,43,72,John King
1992/93,League Division 1,2.0,42.0,6.0,42,71,John King
1992/93,League Division 1,2.0,41.0,5.0,41,68,John King
1992/93,League Division 1,2.0,40.0,7.0,40,65,John King
1992/93,League Division 1,2.0,39.0,7.0,39,64,John King
1992/93,League Division 1,2.0,38.0,7.0,38,61,John King
1992/93,League Division 1,2.0,37.0,7.0,37,58,John King
1992/93,League Division 1,2.0,36.0,7.0,36,55,John King
1992/93,League Division 1,2.0,35.0,7.0,35,55,John King
1992/93,League Division 1,2.0,34.0,6.0,34,55,John King
1992/93,League Division 1,2.0,33.0,7.0,33,54,John King
1992/93,League Division 1,2.0,32.0,6.0,32,54,John King
1992/93,League Division 1,2.0,31.0,6.0,31,51,John King
1992/93,League Division 1,2.0,30.0,6.0,30,48,John King
1992/93,League Division 1,2.0,29.0,6.0,29,48,John King
1992/93,League Division 1,2.0,28.0,5.0,28,48,John King
1992/93,League Division 1,2.0,27.0,5.0,27,48,John King
1992/93,League Division 1,2.0,26.0,4.0,26,48,John King
1992/93,League Division 1,2.0,25.0,4.0,25,45,John King
1992/93,League Division 1,2.0,24.0,2.0,24,45,John King
1992/93,League Division 1,2.0,23.0,2.0,23,42,John King
1992/93,League Division 1,2.0,22.0,2.0,22,41,John King
1992/93,League Division 1,2.0,21.0,2.0,21,41,John King
1992/93,League Division 1,2.0,20.0,2.0,20,40,John King
1992/93,League Division 1,2.0,19.0,2.0,19,37,John King
1992/93,League Division 1,2.0,18.0,2.0,18,34,John King
1992/93,League Division 1,2.0,17.0,3.0,17,31,John King
1992/93,League Division 1,2.0,16.0,2.0,16,31,John King
1992/93,League Division 1,2.0,15.0,2.0,15,28,John King
1992/93,League Division 1,2.0,14.0,3.0,14,25,John King
1992/93,League Division 1,2.0,13.0,4.0,13,22,John King
1992/93,League Division 1,2.0,12.0,6.0,12,21,John King
1992/93,League Division 1,2.0,11.0,5.0,11,21,John King
1992/93,League Division 1,2.0,10.0,5.0,10,18,John King
1992/93,League Division 1,2.0,9.0,4.0,9,18,John King
1992/93,League Division 1,2.0,8.0,5.0,8,15,John King
1992/93,League Division 1,2.0,7.0,8.0,7,12,John King
1992/93,League Division 1,2.0,6.0,8.0,6,9,John King
1992/93,League Division 1,2.0,5.0,9.0,5,8,John King
1992/93,League Division 1,2.0,4.0,7.0,4,7,John King
1992/93,League Division 1,2.0,3.0,8.0,3,6,John King
1992/93,League Division 1,2.0,2.0,11.0,2,3,John King
1992/93,League Division 1,2.0,1.0,3.0,1,3,John King
1991/92,League Division Two,2.0,46.0,14.0,46,61,John King
1991/92,League Division Two,2.0,45.0,13.0,45,61,John King
1991/92,League Division Two,2.0,44.0,15.0,44,58,John King
1991/92,League Division Two,2.0,43.0,14.0,43,57,John King
1991/92,League Division Two,2.0,42.0,14.0,42,56,John King
1991/92,League Division Two,2.0,41.0,13.0,41,55,John King
1991/92,League Division Two,2.0,40.0,12.0,40,55,John King
1991/92,League Division Two,2.0,39.0,12.0,39,55,John King
1991/92,League Division Two,2.0,38.0,15.0,38,52,John King
1991/92,League Division Two,2.0,37.0,15.0,37,49,John King
1991/92,League Division Two,2.0,36.0,13.0,36,48,John King
1991/92,League Division Two,2.0,35.0,13.0,35,48,John King
1991/92,League Division Two,2.0,34.0,12.0,34,48,John King
1991/92,League Division Two,2.0,33.0,12.0,33,48,John King
1991/92,League Division Two,2.0,32.0,13.0,32,45,John King
1991/92,League Division Two,2.0,31.0,14.0,31,42,John King
1991/92,League Division Two,2.0,30.0,16.0,30,39,John King
1991/92,League Division Two,2.0,29.0,14.0,29,39,John King
1991/92,League Division Two,2.0,28.0,13.0,28,39,John King
1991/92,League Division Two,2.0,27.0,14.0,27,38,John King
1991/92,League Division Two,2.0,26.0,14.0,26,35,John King
1991/92,League Division Two,2.0,25.0,14.0,25,34,John King
1991/92,League Division Two,2.0,24.0,13.0,24,33,John King
1991/92,League Division Two,2.0,23.0,16.0,23,32,John King
1991/92,League Division Two,2.0,22.0,14.0,22,32,John King
1991/92,League Division Two,2.0,21.0,13.0,21,31,John King
1991/92,League Division Two,2.0,20.0,12.0,20,30,John King
1991/92,League Division Two,2.0,19.0,14.0,19,27,John King
1991/92,League Division Two,2.0,18.0,14.0,18,26,John King
1991/92,League Division Two,2.0,17.0,11.0,17,26,John King
1991/92,League Division Two,2.0,16.0,8.0,16,25,John King
1991/92,League Division Two,2.0,15.0,12.0,15,22,John King
1991/92,League Division Two,2.0,14.0,14.0,14,19,John King
1991/92,League Division Two,2.0,13.0,15.0,13,16,John King
1991/92,League Division Two,2.0,12.0,13.0,12,15,John King
1991/92,League Division Two,2.0,11.0,13.0,11,15,John King
1991/92,League Division Two,2.0,10.0,7.0,10,15,John King
1991/92,League Division Two,2.0,9.0,8.0,9,14,John King
1991/92,League Division Two,2.0,8.0,9.0,8,13,John King
1991/92,League Division Two,2.0,7.0,13.0,7,10,John King
1991/92,League Division Two,2.0,6.0,9.0,6,10,John King
1991/92,League Division Two,2.0,5.0,6.0,5,9,John King
1991/92,League Division Two,2.0,4.0,12.0,4,6,John King
1991/92,League Division Two,2.0,3.0,8.0,3,5,John King
1991/92,League Division Two,2.0,2.0,2.0,2,4,John King
1991/92,League Division Two,2.0,1.0,1.0,1,3,John King
1990/91,League Division Three,3.0,46.0,5.0,46,78,John King
1990/91,League Division Three,3.0,45.0,5.0,45,78,John King
1990/91,League Division Three,3.0,44.0,5.0,44,75,John King
1990/91,League Division Three,3.0,43.0,5.0,43,72,John King
1990/91,League Division Three,3.0,42.0,5.0,42,69,John King
1990/91,League Division Three,3.0,41.0,5.0,41,66,John King
1990/91,League Division Three,3.0,40.0,4.0,40,66,John King
1990/91,League Division Three,3.0,39.0,4.0,39,66,John King
1990/91,League Division Three,3.0,38.0,3.0,38,66,John King
1990/91,League Division Three,3.0,37.0,4.0,37,63,John King
1990/91,League Division Three,3.0,36.0,5.0,36,60,John King
1990/91,League Division Three,3.0,35.0,4.0,35,57,John King
1990/91,League Division Three,3.0,34.0,4.0,34,54,John King
1990/91,League Division Three,3.0,33.0,8.0,33,51,John King
1990/91,League Division Three,3.0,32.0,9.0,32,48,John King
1990/91,League Division Three,3.0,31.0,4.0,31,48,John King
1990/91,League Division Three,3.0,30.0,5.0,30,47,John King
1990/91,League Division Three,3.0,29.0,5.0,29,47,John King
1990/91,League Division Three,3.0,28.0,6.0,28,44,John King
1990/91,League Division Three,3.0,27.0,5.0,27,43,John King
1990/91,League Division Three,3.0,26.0,7.0,26,40,John King
1990/91,League Division Three,3.0,25.0,3.0,25,40,John King
1990/91,League Division Three,3.0,24.0,6.0,24,37,John King
1990/91,League Division Three,3.0,23.0,6.0,23,36,John King
1990/91,League Division Three,3.0,22.0,8.0,22,33,John King
1990/91,League Division Three,3.0,21.0,10.0,21,30,John King
1990/91,League Division Three,3.0,20.0,9.0,20,29,John King
1990/91,League Division Three,3.0,19.0,6.0,19,29,John King
1990/91,League Division Three,3.0,18.0,10.0,18,26,John King
1990/91,League Division Three,3.0,17.0,7.0,17,25,John King
1990/91,League Division Three,3.0,16.0,5.0,16,25,John King
1990/91,League Division Three,3.0,15.0,12.0,15,22,John King
1990/91,League Division Three,3.0,14.0,5.0,14,22,John King
1990/91,League Division Three,3.0,13.0,4.0,13,22,John King
1990/91,League Division Three,3.0,12.0,4.0,12,22,John King
1990/91,League Division Three,3.0,11.0,4.0,11,19,John King
1990/91,League Division Three,3.0,10.0,10.0,10,16,John King
1990/91,League Division Three,3.0,9.0,7.0,9,15,John King
1990/91,League Division Three,3.0,8.0,3.0,8,15,John King
1990/91,League Division Three,3.0,7.0,3.0,7,14,John King
1990/91,League Division Three,3.0,6.0,2.0,6,13,John King
1990/91,League Division Three,3.0,5.0,3.0,5,10,John King
1990/91,League Division Three,3.0,4.0,4.0,4,7,John King
1990/91,League Division Three,3.0,3.0,4.0,3,6,John King
1990/91,League Division Three,3.0,2.0,10.0,2,3,John King
1990/91,League Division Three,3.0,1.0,6.0,1,3,John King
1989/90,League Division Three,3.0,46.0,4.0,46,80,John King
1989/90,League Division Three,3.0,45.0,4.0,45,79,John King
1989/90,League Division Three,3.0,44.0,4.0,44,78,John King
1989/90,League Division Three,3.0,43.0,3.0,43,78,John King
1989/90,League Division Three,3.0,42.0,3.0,42,78,John King
1989/90,League Division Three,3.0,41.0,3.0,41,77,John King
1989/90,League Division Three,3.0,40.0,3.0,40,74,John King
1989/90,League Division Three,3.0,39.0,3.0,39,73,John King
1989/90,League Division Three,3.0,38.0,3.0,38,70,John King
1989/90,League Division Three,3.0,37.0,2.0,37,69,John King
1989/90,League Division Three,3.0,36.0,2.0,36,66,John King
1989/90,League Division Three,3.0,35.0,1.0,35,66,John King
1989/90,League Division Three,3.0,34.0,2.0,34,63,John King
1989/90,League Division Three,3.0,33.0,1.0,33,60,John King
1989/90,League Division Three,3.0,32.0,1.0,32,57,John King
1989/90,League Division Three,3.0,31.0,2.0,31,54,John King
1989/90,League Division Three,3.0,30.0,2.0,30,51,John King
1989/90,League Division Three,3.0,29.0,3.0,29,48,John King
1989/90,League Division Three,3.0,28.0,4.0,28,45,John King
1989/90,League Division Three,3.0,27.0,6.0,27,42,John King
1989/90,League Division Three,3.0,26.0,8.0,26,39,John King
1989/90,League Division Three,3.0,25.0,7.0,25,39,John King
1989/90,League Division Three,3.0,24.0,7.0,24,38,John King
1989/90,League Division Three,3.0,23.0,8.0,23,35,John King
1989/90,League Division Three,3.0,22.0,8.0,22,34,John King
1989/90,League Division Three,3.0,21.0,7.0,21,34,John King
1989/90,League Division Three,3.0,20.0,5.0,20,34,John King
1989/90,League Division Three,3.0,19.0,3.0,19,33,John King
1989/90,League Division Three,3.0,18.0,5.0,18,32,John King
1989/90,League Division Three,3.0,17.0,3.0,17,32,John King
1989/90,League Division Three,3.0,16.0,1.0,16,29,John King
1989/90,League Division Three,3.0,15.0,5.0,15,26,John King
1989/90,League Division Three,3.0,14.0,6.0,14,23,John King
1989/90,League Division Three,3.0,13.0,2.0,13,23,John King
1989/90,League Division Three,3.0,12.0,1.0,12,22,John King
1989/90,League Division Three,3.0,11.0,1.0,11,22,John King
1989/90,League Division Three,3.0,10.0,1.0,10,21,John King
1989/90,League Division Three,3.0,9.0,1.0,9,21,John King
1989/90,League Division Three,3.0,8.0,1.0,8,18,John King
1989/90,League Division Three,3.0,7.0,2.0,7,15,John King
1989/90,League Division Three,3.0,6.0,1.0,6,12,John King
1989/90,League Division Three,3.0,5.0,8.0,5,9,John King
1989/90,League Division Three,3.0,4.0,2.0,4,9,John King
1989/90,League Division Three,3.0,3.0,6.0,3,6,John King
1989/90,League Division Three,3.0,2.0,2.0,2,6,John King
1989/90,League Division Three,3.0,1.0,5.0,1,3,John King
1988/89,League Division Four,4.0,46.0,2.0,46,80,John King
1988/89,League Division Four,4.0,45.0,2.0,45,79,John King
1988/89,League Division Four,4.0,44.0,3.0,44,76,John King
1988/89,League Division Four,4.0,43.0,2.0,43,75,John King
1988/89,League Division Four,4.0,42.0,1.0,42,75,John King
1988/89,League Division Four,4.0,41.0,1.0,41,72,John King
1988/89,League Division Four,4.0,40.0,1.0,40,71,John King
1988/89,League Division Four,4.0,39.0,3.0,39,68,John King
1988/89,League Division Four,4.0,38.0,4.0,38,65,John King
1988/89,League Division Four,4.0,37.0,4.0,37,62,John King
1988/89,League Division Four,4.0,36.0,4.0,36,59,John King
1988/89,League Division Four,4.0,35.0,4.0,35,58,John King
1988/89,League Division Four,4.0,34.0,4.0,34,55,John King
1988/89,League Division Four,4.0,33.0,5.0,33,54,John King
1988/89,League Division Four,4.0,32.0,6.0,32,51,John King
1988/89,League Division Four,4.0,31.0,3.0,31,51,John King
1988/89,League Division Four,4.0,30.0,6.0,30,48,John King
1988/89,League Division Four,4.0,29.0,5.0,29,48,John King
1988/89,League Division Four,4.0,28.0,6.0,28,47,John King
1988/89,League Division Four,4.0,27.0,5.0,27,44,John King
1988/89,League Division Four,4.0,26.0,7.0,26,41,John King
1988/89,League Division Four,4.0,25.0,6.0,25,40,John King
1988/89,League Division Four,4.0,24.0,5.0,24,39,John King
1988/89,League Division Four,4.0,23.0,4.0,23,38,John King
1988/89,League Division Four,4.0,22.0,5.0,22,35,John King
1988/89,League Division Four,4.0,21.0,7.0,21,32,John King
1988/89,League Division Four,4.0,20.0,8.0,20,29,John King
1988/89,League Division Four,4.0,19.0,6.0,19,29,John King
1988/89,League Division Four,4.0,18.0,9.0,18,26,John King
1988/89,League Division Four,4.0,17.0,6.0,17,25,John King
1988/89,League Division Four,4.0,16.0,6.0,16,24,John King
1988/89,League Division Four,4.0,15.0,5.0,15,24,John King
1988/89,League Division Four,4.0,14.0,7.0,14,21,John King
1988/89,League Division Four,4.0,13.0,11.0,13,18,John King
1988/89,League Division Four,4.0,12.0,6.0,12,18,John King
1988/89,League Division Four,4.0,11.0,11.0,11,15,John King
1988/89,League Division Four,4.0,10.0,15.0,10,14,John King
1988/89,League Division Four,4.0,9.0,8.0,9,13,John King
1988/89,League Division Four,4.0,8.0,7.0,8,13,John King
1988/89,League Division Four,4.0,7.0,6.0,7,12,John King
1988/89,League Division Four,4.0,6.0,7.0,6,9,John King
1988/89,League Division Four,4.0,5.0,12.0,5,6,John King
1988/89,League Division Four,4.0,4.0,18.0,4,3,John King
1988/89,League Division Four,4.0,3.0,16.0,3,3,John King
1988/89,League Division Four,4.0,2.0,10.0,2,2,John King
1988/89,League Division Four,4.0,1.0,12.0,1,1,John King
1987/88,League Division Four,4.0,46.0,14.0,46,64,John King
1987/88,League Division Four,4.0,45.0,14.0,45,63,John King
1987/88,League Division Four,4.0,44.0,14.0,44,60,John King
1987/88,League Division Four,4.0,43.0,16.0,43,57,John King
1987/88,League Division Four,4.0,42.0,17.0,42,56,John King
1987/88,League Division Four,4.0,41.0,15.0,41,55,John King
1987/88,League Division Four,4.0,40.0,16.0,40,52,John King
1987/88,League Division Four,4.0,39.0,17.0,39,49,John King
1987/88,League Division Four,4.0,38.0,16.0,38,49,John King
1987/88,League Division Four,4.0,37.0,16.0,37,46,John King
1987/88,League Division Four,4.0,36.0,16.0,36,45,John King
1987/88,League Division Four,4.0,35.0,15.0,35,44,John King
1987/88,League Division Four,4.0,34.0,17.0,34,41,John King
1987/88,League Division Four,4.0,33.0,16.0,33,41,John King
1987/88,League Division Four,4.0,32.0,16.0,32,38,John King
1987/88,League Division Four,4.0,31.0,16.0,31,38,John King
1987/88,League Division Four,4.0,30.0,15.0,30,38,John King
1987/88,League Division Four,4.0,29.0,17.0,29,35,John King
1987/88,League Division Four,4.0,28.0,18.0,28,32,John King
1987/88,League Division Four,4.0,27.0,19.0,27,29,John King
1987/88,League Division Four,4.0,26.0,19.0,26,28,John King
1987/88,League Division Four,4.0,25.0,19.0,25,27,John King
1987/88,League Division Four,4.0,24.0,20.0,24,24,John King
1987/88,League Division Four,4.0,23.0,22.0,23,21,John King
1987/88,League Division Four,4.0,22.0,21.0,22,21,John King
1987/88,League Division Four,4.0,21.0,20.0,21,21,John King
1987/88,League Division Four,4.0,20.0,22.0,20,18,John King
1987/88,League Division Four,4.0,19.0,22.0,19,18,John King
1987/88,League Division Four,4.0,18.0,22.0,18,15,John King
1987/88,League Division Four,4.0,17.0,22.0,17,12,John King
1987/88,League Division Four,4.0,16.0,24.0,16,9,John King
1987/88,League Division Four,4.0,15.0,24.0,15,9,John King
1987/88,League Division Four,4.0,14.0,24.0,14,9,John King
1987/88,League Division Four,4.0,13.0,23.0,13,9,John King
1987/88,League Division Four,4.0,12.0,23.0,12,9,John King
1987/88,League Division Four,4.0,11.0,23.0,11,9,John King
1987/88,League Division Four,4.0,10.0,23.0,10,6,John King
1987/88,League Division Four,4.0,9.0,23.0,9,5,John King
1987/88,League Division Four,4.0,8.0,23.0,8,5,John King
1987/88,League Division Four,4.0,7.0,22.0,7,5,John King
1987/88,League Division Four,4.0,6.0,21.0,6,4,John King
1987/88,League Division Four,4.0,5.0,21.0,5,4,John King
1987/88,League Division Four,4.0,4.0,19.0,4,4,John King
1987/88,League Division Four,4.0,3.0,23.0,3,1,John King
1987/88,League Division Four,4.0,2.0,24.0,2,-2,John King
1987/88,League Division Four,4.0,1.0,24.0,1,-2,John King
1986/87,League Division Four,4.0,46.0,21.0,46,50,John King
1986/87,League Division Four,4.0,45.0,23.0,45,47,John King
1986/87,League Division Four,4.0,44.0,21.0,44,46,John King
1986/87,League Division Four,4.0,43.0,21.0,43,46,John King
1986/87,League Division Four,4.0,42.0,19.0,42,46,John King
1986/87,League Division Four,4.0,41.0,20.0,41,45,John King
1986/87,League Division Four,4.0,40.0,20.0,40,44,John King
1986/87,League Division Four,4.0,39.0,16.0,39,44,Ronnie Moore
1986/87,League Division Four,4.0,38.0,16.0,38,43,Ronnie Moore
1986/87,League Division Four,4.0,37.0,16.0,37,43,Ronnie Moore
1986/87,League Division Four,4.0,36.0,16.0,36,43,Ronnie Moore
1986/87,League Division Four,4.0,35.0,16.0,35,40,Ronnie Moore
1986/87,League Division Four,4.0,34.0,15.0,34,40,Ronnie Moore
1986/87,League Division Four,4.0,33.0,13.0,33,40,Ronnie Moore
1986/87,League Division Four,4.0,32.0,13.0,32,40,Ronnie Moore
1986/87,League Division Four,4.0,31.0,14.0,31,37,Ronnie Moore
1986/87,League Division Four,4.0,30.0,17.0,30,36,Ronnie Moore
1986/87,League Division Four,4.0,29.0,18.0,29,33,Ronnie Moore
1986/87,League Division Four,4.0,28.0,18.0,28,32,Ronnie Moore
1986/87,League Division Four,4.0,27.0,17.0,27,31,Frank Worthington
1986/87,League Division Four,4.0,26.0,18.0,26,30,Frank Worthington
1986/87,League Division Four,4.0,25.0,14.0,25,30,Frank Worthington
1986/87,League Division Four,4.0,24.0,15.0,24,29,Frank Worthington
1986/87,League Division Four,4.0,23.0,15.0,23,28,Frank Worthington
1986/87,League Division Four,4.0,22.0,15.0,22,28,Frank Worthington
1986/87,League Division Four,4.0,21.0,14.0,21,27,Frank Worthington
1986/87,League Division Four,4.0,20.0,13.0,20,27,Frank Worthington
1986/87,League Division Four,4.0,19.0,13.0,19,24,Frank Worthington
1986/87,League Division Four,4.0,18.0,9.0,18,24,Frank Worthington
1986/87,League Division Four,4.0,17.0,10.0,17,23,Frank Worthington
1986/87,League Division Four,4.0,16.0,11.0,16,20,Frank Worthington
1986/87,League Division Four,4.0,15.0,11.0,15,19,Frank Worthington
1986/87,League Division Four,4.0,14.0,10.0,14,19,Frank Worthington
1986/87,League Division Four,4.0,13.0,7.0,13,19,Frank Worthington
1986/87,League Division Four,4.0,12.0,5.0,12,19,Frank Worthington
1986/87,League Division Four,4.0,11.0,6.0,11,16,Frank Worthington
1986/87,League Division Four,4.0,10.0,9.0,10,15,Frank Worthington
1986/87,League Division Four,4.0,9.0,5.0,9,15,Frank Worthington
1986/87,League Division Four,4.0,8.0,3.0,8,14,Frank Worthington
1986/87,League Division Four,4.0,7.0,8.0,7,11,Frank Worthington
1986/87,League Division Four,4.0,6.0,11.0,6,8,Frank Worthington
1986/87,League Division Four,4.0,5.0,9.0,5,7,Frank Worthington
1986/87,League Division Four,4.0,4.0,5.0,4,7,Frank Worthington
1986/87,League Division Four,4.0,3.0,3.0,3,4,Frank Worthington
1986/87,League Division Four,4.0,2.0,1.0,2,4,Frank Worthington
1986/87,League Division Four,4.0,1.0,9.0,1,1,Frank Worthington
1985/86,League Division Four,4.0,46.0,17.0,46,54,Frank Worthington
1985/86,League Division Four,4.0,45.0,17.0,45,54,Frank Worthington
1985/86,League Division Four,4.0,44.0,14.0,44,53,Frank Worthington
1985/86,League Division Four,4.0,43.0,15.0,43,52,Frank Worthington
1985/86,League Division Four,4.0,42.0,17.0,42,49,Frank Worthington
1985/86,League Division Four,4.0,41.0,17.0,41,49,Frank Worthington
1985/86,League Division Four,4.0,40.0,17.0,40,46,Frank Worthington
1985/86,League Division Four,4.0,39.0,16.0,39,46,Frank Worthington
1985/86,League Division Four,4.0,38.0,15.0,38,46,Frank Worthington
1985/86,League Division Four,4.0,37.0,13.0,37,46,Frank Worthington
1985/86,League Division Four,4.0,36.0,11.0,36,46,Frank Worthington
1985/86,League Division Four,4.0,35.0,13.0,35,45,Frank Worthington
1985/86,League Division Four,4.0,34.0,12.0,34,45,Frank Worthington
1985/86,League Division Four,4.0,33.0,10.0,33,44,Frank Worthington
1985/86,League Division Four,4.0,32.0,10.0,32,43,Frank Worthington
1985/86,League Division Four,4.0,31.0,13.0,31,40,Frank Worthington
1985/86,League Division Four,4.0,30.0,13.0,30,40,Frank Worthington
1985/86,League Division Four,4.0,29.0,12.0,29,40,Frank Worthington
1985/86,League Division Four,4.0,28.0,10.0,28,40,Frank Worthington
1985/86,League Division Four,4.0,27.0,13.0,27,37,Frank Worthington
1985/86,League Division Four,4.0,26.0,13.0,26,34,Frank Worthington
1985/86,League Division Four,4.0,25.0,13.0,25,34,Frank Worthington
1985/86,League Division Four,4.0,24.0,13.0,24,34,Frank Worthington
1985/86,League Division Four,4.0,23.0,13.0,23,31,Frank Worthington
1985/86,League Division Four,4.0,22.0,13.0,22,28,Frank Worthington
1985/86,League Division Four,4.0,21.0,13.0,21,28,Frank Worthington
1985/86,League Division Four,4.0,20.0,15.0,20,25,Frank Worthington
